payment_id,loan_id,payment_date,due_date,payment_amount,payment_status,days_late
104449,12511,2023-12-14,2023-12-14,15100,On-Time,0
104450,12511,2024-01-13,2024-01-13,14400,On-Time,0
104451,12511,2024-02-12,2024-02-12,14200,On-Time,0
104452,12511,2024-03-14,2024-03-13,15700,Late,1
104453,12511,2024-04-12,2024-04-12,13800,On-Time,0
104454,12511,2024-05-18,2024-05-12,14400,Late,6
104455,12511,2024-06-11,2024-06-11,15600,On-Time,0
104456,12511,2024-07-27,2024-07-11,0,Missed,16
104457,12512,2023-07-28,2023-07-28,19900,On-Time,0
104458,12512,2023-09-15,2023-08-27,18500,Late,19
104459,12512,2023-10-10,2023-09-26,19000,Late,14
104460,12512,2023-11-14,2023-10-26,18500,Late,19
104461,12512,2023-11-25,2023-11-25,18400,On-Time,0
104462,12512,2023-12-25,2023-12-25,20500,On-Time,0
104463,12512,2024-01-24,2024-01-24,19500,On-Time,0
104464,12512,2024-02-23,2024-02-23,21900,On-Time,0
104465,12512,2024-03-24,2024-03-24,20800,On-Time,0
104466,12512,2024-04-23,2024-04-23,19600,On-Time,0
104467,12512,2024-06-11,2024-05-23,0,Missed,19
104468,12512,2024-06-22,2024-06-22,22300,On-Time,0
104469,12513,2025-02-06,2025-02-06,39600,On-Time,0
104470,12513,2025-03-08,2025-03-08,39100,On-Time,0
104471,12513,2025-04-07,2025-04-07,42300,On-Time,0
104472,12513,2025-05-07,2025-05-07,37000,On-Time,0
104473,12513,2025-06-06,2025-06-06,36800,On-Time,0
104474,12513,2025-07-06,2025-07-06,42600,On-Time,0
104475,12513,2025-08-05,2025-08-05,39000,On-Time,0
104476,12513,2025-09-04,2025-09-04,42100,On-Time,0
104477,12513,2025-10-04,2025-10-04,42800,On-Time,0
104478,12513,2025-11-03,2025-11-03,38700,On-Time,0
104479,12513,2025-12-03,2025-12-03,39100,On-Time,0
104480,12514,2023-03-24,2023-03-24,2200,On-Time,0
104481,12514,2023-04-23,2023-04-23,2200,On-Time,0
104482,12514,2023-05-23,2023-05-23,2300,On-Time,0
104483,12514,2023-06-22,2023-06-22,2400,On-Time,0
104484,12514,2023-07-22,2023-07-22,2200,On-Time,0
104485,12514,2023-08-21,2023-08-21,2000,On-Time,0
104486,12514,2023-09-20,2023-09-20,2300,On-Time,0
104487,12514,2023-10-20,2023-10-20,2300,On-Time,0
104488,12514,2023-12-03,2023-11-19,2000,Late,14
104489,12514,2023-12-19,2023-12-19,2400,On-Time,0
104490,12514,2024-01-18,2024-01-18,2300,On-Time,0
104491,12514,2024-02-27,2024-02-17,2000,Late,10
104492,12515,2024-01-12,2023-12-30,6200,Late,13
104493,12515,2024-01-29,2024-01-29,5700,On-Time,0
104494,12515,2024-02-28,2024-02-28,5500,On-Time,0
104495,12515,2024-03-29,2024-03-29,6000,On-Time,0
104496,12515,2024-04-28,2024-04-28,5800,On-Time,0
104497,12515,2024-05-28,2024-05-28,6200,On-Time,0
104498,12515,2024-06-27,2024-06-27,5400,On-Time,0
104499,12515,2024-07-28,2024-07-27,5700,Late,1
104500,12515,2024-08-26,2024-08-26,6100,On-Time,0
104501,12515,2024-09-25,2024-09-25,5900,On-Time,0
104502,12515,2024-10-25,2024-10-25,5300,On-Time,0
104503,12515,2024-11-24,2024-11-24,5800,On-Time,0
104504,12516,2024-08-07,2024-08-07,2200,On-Time,0
104505,12516,2024-09-06,2024-09-06,1900,On-Time,0
104506,12516,2024-10-06,2024-10-06,1900,On-Time,0
104507,12516,2024-11-05,2024-11-05,2200,On-Time,0
104508,12516,2024-12-05,2024-12-05,2000,On-Time,0
104509,12516,2025-01-17,2025-01-04,0,Missed,13
104510,12516,2025-02-03,2025-02-03,1900,On-Time,0
104511,12516,2025-03-05,2025-03-05,2100,On-Time,0
104512,12516,2025-04-10,2025-04-04,1900,Late,6
104513,12516,2025-05-04,2025-05-04,2200,On-Time,0
104514,12516,2025-06-21,2025-06-03,2200,Late,18
104515,12516,2025-07-03,2025-07-03,2200,On-Time,0
104516,12517,2023-02-24,2023-02-24,6700,On-Time,0
104517,12517,2023-04-03,2023-03-26,7600,Late,8
104518,12517,2023-05-04,2023-04-25,6800,Late,9
104519,12517,2023-05-25,2023-05-25,7500,On-Time,0
104520,12517,2023-06-24,2023-06-24,6900,On-Time,0
104521,12517,2023-07-24,2023-07-24,6700,On-Time,0
104522,12517,2023-08-23,2023-08-23,7100,On-Time,0
104523,12517,2023-09-22,2023-09-22,7200,On-Time,0
104524,12517,2023-10-22,2023-10-22,6900,On-Time,0
104525,12517,2023-12-03,2023-11-21,7500,Late,12
104526,12517,2023-12-21,2023-12-21,6900,On-Time,0
104527,12517,2024-01-20,2024-01-20,6400,On-Time,0
104528,12518,2025-06-06,2025-06-06,17900,On-Time,0
104529,12518,2025-07-06,2025-07-06,17600,On-Time,0
104530,12518,2025-08-05,2025-08-05,20600,On-Time,0
104531,12518,2025-09-04,2025-09-04,19700,On-Time,0
104532,12518,2025-10-04,2025-10-04,20400,On-Time,0
104533,12518,2025-11-03,2025-11-03,17700,On-Time,0
104534,12518,2025-12-03,2025-12-03,19500,On-Time,0
104535,12519,2025-09-17,2025-09-03,46000,Late,14
104536,12519,2025-10-03,2025-10-03,42800,On-Time,0
104537,12519,2025-11-02,2025-11-02,50600,On-Time,0
104538,12519,2025-12-02,2025-12-02,47200,On-Time,0
104539,12520,2024-02-24,2024-02-24,22400,On-Time,0
104540,12520,2024-03-25,2024-03-25,22000,On-Time,0
104541,12520,2024-04-24,2024-04-24,21800,On-Time,0
104542,12520,2024-05-24,2024-05-24,20000,On-Time,0
104543,12520,2024-06-23,2024-06-23,19000,On-Time,0
104544,12520,2024-07-23,2024-07-23,22500,On-Time,0
104545,12520,2024-08-22,2024-08-22,21600,On-Time,0
104546,12520,2024-09-21,2024-09-21,18700,On-Time,0
104547,12520,2024-10-21,2024-10-21,22000,On-Time,0
104548,12520,2024-11-20,2024-11-20,22800,On-Time,0
104549,12520,2024-12-20,2024-12-20,21300,On-Time,0
104550,12520,2025-01-19,2025-01-19,21100,On-Time,0
104551,12521,2025-02-23,2025-02-23,3300,On-Time,0
104552,12521,2025-03-25,2025-03-25,3300,On-Time,0
104553,12521,2025-04-24,2025-04-24,3400,On-Time,0
104554,12521,2025-05-24,2025-05-24,3800,On-Time,0
104555,12521,2025-06-23,2025-06-23,3500,On-Time,0
104556,12521,2025-07-23,2025-07-23,3400,On-Time,0
104557,12521,2025-08-22,2025-08-22,4000,On-Time,0
104558,12521,2025-09-21,2025-09-21,3700,On-Time,0
104559,12521,2025-10-21,2025-10-21,3500,On-Time,0
104560,12521,2025-12-05,2025-11-20,3300,Late,15
104561,12521,2026-01-01,2025-12-20,3500,Late,12
104562,12522,2024-12-17,2024-12-17,1300,On-Time,0
104563,12522,2025-01-16,2025-01-16,1400,On-Time,0
104564,12522,2025-02-15,2025-02-15,1200,On-Time,0
104565,12522,2025-03-17,2025-03-17,1200,On-Time,0
104566,12522,2025-04-16,2025-04-16,1300,On-Time,0
104567,12522,2025-05-16,2025-05-16,1300,On-Time,0
104568,12522,2025-06-16,2025-06-15,1400,Late,1
104569,12522,2025-07-15,2025-07-15,1300,On-Time,0
104570,12522,2025-08-14,2025-08-14,1400,On-Time,0
104571,12522,2025-09-13,2025-09-13,1300,On-Time,0
104572,12522,2025-10-13,2025-10-13,1400,On-Time,0
104573,12522,2025-11-29,2025-11-12,0,Missed,17
104574,12523,2024-06-04,2024-06-04,22300,On-Time,0
104575,12523,2024-07-04,2024-07-04,21700,On-Time,0
104576,12523,2024-08-03,2024-08-03,19600,On-Time,0
104577,12523,2024-09-02,2024-09-02,18700,On-Time,0
104578,12523,2024-10-22,2024-10-02,20300,Late,20
104579,12523,2024-11-09,2024-11-01,18900,Late,8
104580,12523,2024-12-01,2024-12-01,20200,On-Time,0
104581,12523,2024-12-31,2024-12-31,21800,On-Time,0
104582,12523,2025-01-30,2025-01-30,19200,On-Time,0
104583,12523,2025-03-01,2025-03-01,22000,On-Time,0
104584,12523,2025-03-31,2025-03-31,21400,On-Time,0
104585,12523,2025-04-30,2025-04-30,19700,On-Time,0
104586,12524,2024-03-12,2024-03-12,1200,On-Time,0
104587,12524,2024-04-11,2024-04-11,1300,On-Time,0
104588,12524,2024-05-11,2024-05-11,1400,On-Time,0
104589,12524,2024-06-10,2024-06-10,1300,On-Time,0
104590,12524,2024-07-18,2024-07-10,1300,Late,8
104591,12524,2024-08-28,2024-08-09,1400,Late,19
104592,12524,2024-09-08,2024-09-08,1400,On-Time,0
104593,12524,2024-10-08,2024-10-08,1300,On-Time,0
104594,12524,2024-11-07,2024-11-07,1300,On-Time,0
104595,12524,2024-12-07,2024-12-07,1300,On-Time,0
104596,12524,2025-01-06,2025-01-06,1300,On-Time,0
104597,12524,2025-02-05,2025-02-05,1400,On-Time,0
104598,12525,2024-09-01,2024-09-01,3700,On-Time,0
104599,12525,2024-10-01,2024-10-01,3700,On-Time,0
104600,12525,2024-10-31,2024-10-31,4200,On-Time,0
104601,12525,2024-12-15,2024-11-30,3800,Late,15
104602,12525,2024-12-30,2024-12-30,4300,On-Time,0
104603,12525,2025-01-29,2025-01-29,4200,On-Time,0
104604,12525,2025-02-28,2025-02-28,3700,On-Time,0
104605,12525,2025-03-30,2025-03-30,4300,On-Time,0
104606,12525,2025-04-29,2025-04-29,3900,On-Time,0
104607,12525,2025-05-29,2025-05-29,3900,On-Time,0
104608,12525,2025-06-28,2025-06-28,3800,On-Time,0
104609,12525,2025-08-09,2025-07-28,4200,Late,12
104610,12526,2024-11-20,2024-11-20,85800,On-Time,0
104611,12526,2024-12-20,2024-12-20,86900,On-Time,0
104612,12526,2025-01-19,2025-01-19,99000,On-Time,0
104613,12526,2025-02-18,2025-02-18,95700,On-Time,0
104614,12526,2025-03-20,2025-03-20,97300,On-Time,0
104615,12526,2025-04-19,2025-04-19,89900,On-Time,0
104616,12526,2025-06-02,2025-05-19,0,Missed,14
104617,12526,2025-06-18,2025-06-18,94900,On-Time,0
104618,12526,2025-08-02,2025-07-18,97900,Late,15
104619,12526,2025-09-01,2025-08-17,94400,Late,15
104620,12526,2025-09-16,2025-09-16,98100,On-Time,0
104621,12526,2025-10-16,2025-10-16,102400,On-Time,0
104622,12527,2025-09-27,2025-09-27,36800,On-Time,0
104623,12527,2025-10-27,2025-10-27,30600,On-Time,0
104624,12527,2025-11-26,2025-11-26,30700,On-Time,0
104625,12527,2026-01-06,2025-12-26,34400,Late,11
104626,12528,2025-06-06,2025-06-06,103000,On-Time,0
104627,12528,2025-07-06,2025-07-06,102300,On-Time,0
104628,12528,2025-08-05,2025-08-05,105300,On-Time,0
104629,12528,2025-09-11,2025-09-04,99300,Late,7
104630,12528,2025-10-10,2025-10-04,116500,Late,6
104631,12528,2025-11-03,2025-11-03,114700,On-Time,0
104632,12528,2025-12-03,2025-12-03,119700,On-Time,0
104633,12529,2023-05-17,2023-05-17,18600,On-Time,0
104634,12529,2023-06-16,2023-06-16,16600,On-Time,0
104635,12529,2023-07-16,2023-07-16,15900,On-Time,0
104636,12529,2023-08-15,2023-08-15,16100,On-Time,0
104637,12529,2023-09-19,2023-09-14,17300,Late,5
104638,12529,2023-10-14,2023-10-14,17800,On-Time,0
104639,12529,2023-11-13,2023-11-13,18300,On-Time,0
104640,12529,2023-12-13,2023-12-13,16200,On-Time,0
104641,12529,2024-01-17,2024-01-12,17200,Late,5
104642,12529,2024-02-11,2024-02-11,18400,On-Time,0
104643,12529,2024-04-01,2024-03-12,17900,Late,20
104644,12529,2024-04-11,2024-04-11,18600,On-Time,0
104645,12530,2025-10-11,2025-09-21,5300,Late,20
104646,12530,2025-10-21,2025-10-21,4700,On-Time,0
104647,12530,2025-11-20,2025-11-20,4900,On-Time,0
104648,12530,2025-12-20,2025-12-20,4800,On-Time,0
104649,12531,2024-10-14,2024-10-14,13300,On-Time,0
104650,12531,2024-11-13,2024-11-13,12300,On-Time,0
104651,12531,2024-12-23,2024-12-13,13700,Late,10
104652,12531,2025-01-12,2025-01-12,12300,On-Time,0
104653,12531,2025-02-11,2025-02-11,13500,On-Time,0
104654,12531,2025-03-13,2025-03-13,12600,On-Time,0
104655,12531,2025-04-12,2025-04-12,11700,On-Time,0
104656,12531,2025-05-20,2025-05-12,13900,Late,8
104657,12531,2025-06-11,2025-06-11,13700,On-Time,0
104658,12531,2025-07-11,2025-07-11,13400,On-Time,0
104659,12531,2025-08-10,2025-08-10,13200,On-Time,0
104660,12531,2025-09-23,2025-09-09,12000,Late,14
104661,12532,2025-09-04,2025-08-23,5200,Late,12
104662,12532,2025-09-22,2025-09-22,5000,On-Time,0
104663,12532,2025-10-22,2025-10-22,5200,On-Time,0
104664,12532,2025-11-26,2025-11-21,5800,Late,5
104665,12532,2025-12-21,2025-12-21,5700,On-Time,0
104666,12533,2023-10-18,2023-10-18,7900,On-Time,0
104667,12533,2023-11-17,2023-11-17,8400,On-Time,0
104668,12533,2023-12-17,2023-12-17,8700,On-Time,0
104669,12533,2024-02-05,2024-01-16,0,Missed,20
104670,12533,2024-02-15,2024-02-15,8900,On-Time,0
104671,12533,2024-03-16,2024-03-16,8300,On-Time,0
104672,12533,2024-04-15,2024-04-15,9200,On-Time,0
104673,12533,2024-05-15,2024-05-15,8600,On-Time,0
104674,12533,2024-06-14,2024-06-14,9000,On-Time,0
104675,12533,2024-07-14,2024-07-14,9200,On-Time,0
104676,12533,2024-08-13,2024-08-13,8500,On-Time,0
104677,12533,2024-09-27,2024-09-12,9000,Late,15
104678,12534,2024-04-18,2024-04-18,21500,On-Time,0
104679,12534,2024-05-18,2024-05-18,19700,On-Time,0
104680,12534,2024-07-01,2024-06-17,22400,Late,14
104681,12534,2024-07-17,2024-07-17,22900,On-Time,0
104682,12534,2024-08-16,2024-08-16,19800,On-Time,0
104683,12534,2024-09-15,2024-09-15,19200,On-Time,0
104684,12534,2024-11-02,2024-10-15,20700,Late,18
104685,12534,2024-12-02,2024-11-14,22400,Late,18
104686,12534,2024-12-14,2024-12-14,22800,On-Time,0
104687,12534,2025-01-13,2025-01-13,22800,On-Time,0
104688,12534,2025-02-12,2025-02-12,19100,On-Time,0
104689,12534,2025-03-14,2025-03-14,19100,On-Time,0
104690,12535,2023-08-27,2023-08-27,99200,On-Time,0
104691,12535,2023-09-26,2023-09-26,90600,On-Time,0
104692,12535,2023-10-26,2023-10-26,107600,On-Time,0
104693,12535,2023-11-25,2023-11-25,93600,On-Time,0
104694,12535,2024-01-07,2023-12-25,92500,Late,13
104695,12535,2024-01-24,2024-01-24,90900,On-Time,0
104696,12535,2024-02-23,2024-02-23,107400,On-Time,0
104697,12535,2024-03-24,2024-03-24,99900,On-Time,0
104698,12535,2024-04-23,2024-04-23,97500,On-Time,0
104699,12535,2024-05-23,2024-05-23,101700,On-Time,0
104700,12535,2024-06-22,2024-06-22,93000,On-Time,0
104701,12535,2024-07-22,2024-07-22,109000,On-Time,0
104702,12536,2025-03-17,2025-03-17,7700,On-Time,0
104703,12536,2025-04-16,2025-04-16,7400,On-Time,0
104704,12536,2025-05-16,2025-05-16,6800,On-Time,0
104705,12536,2025-06-15,2025-06-15,7300,On-Time,0
104706,12536,2025-07-15,2025-07-15,7900,On-Time,0
104707,12536,2025-08-14,2025-08-14,7200,On-Time,0
104708,12536,2025-09-13,2025-09-13,8100,On-Time,0
104709,12536,2025-10-13,2025-10-13,7300,On-Time,0
104710,12536,2025-11-12,2025-11-12,7300,On-Time,0
104711,12536,2025-12-27,2025-12-12,0,Missed,15
104712,12537,2024-08-03,2024-07-19,13900,Late,15
104713,12537,2024-08-23,2024-08-18,13100,Late,5
104714,12537,2024-09-17,2024-09-17,14200,On-Time,0
104715,12537,2024-10-17,2024-10-17,13100,On-Time,0
104716,12537,2024-11-16,2024-11-16,14300,On-Time,0
104717,12537,2025-01-03,2024-12-16,15200,Late,18
104718,12537,2025-01-15,2025-01-15,14800,On-Time,0
104719,12537,2025-02-14,2025-02-14,13200,On-Time,0
104720,12537,2025-03-16,2025-03-16,14000,On-Time,0
104721,12537,2025-04-15,2025-04-15,13700,On-Time,0
104722,12537,2025-06-01,2025-05-15,14900,Late,17
104723,12537,2025-06-14,2025-06-14,12900,On-Time,0
104724,12538,2023-07-30,2023-07-30,15300,On-Time,0
104725,12538,2023-08-29,2023-08-29,16400,On-Time,0
104726,12538,2023-09-28,2023-09-28,18100,On-Time,0
104727,12538,2023-10-28,2023-10-28,17400,On-Time,0
104728,12538,2023-11-27,2023-11-27,16800,On-Time,0
104729,12538,2023-12-27,2023-12-27,17500,On-Time,0
104730,12538,2024-01-26,2024-01-26,17100,On-Time,0
104731,12538,2024-02-25,2024-02-25,17700,On-Time,0
104732,12538,2024-03-26,2024-03-26,16100,On-Time,0
104733,12538,2024-04-25,2024-04-25,17800,On-Time,0
104734,12538,2024-05-25,2024-05-25,17700,On-Time,0
104735,12538,2024-06-24,2024-06-24,17200,On-Time,0
104736,12539,2024-02-12,2024-02-12,7600,On-Time,0
104737,12539,2024-03-13,2024-03-13,7000,On-Time,0
104738,12539,2024-04-12,2024-04-12,7300,On-Time,0
104739,12539,2024-05-25,2024-05-12,7700,Late,13
104740,12539,2024-06-11,2024-06-11,6900,On-Time,0
104741,12539,2024-07-31,2024-07-11,7000,Late,20
104742,12539,2024-08-10,2024-08-10,7500,On-Time,0
104743,12539,2024-09-09,2024-09-09,7100,On-Time,0
104744,12539,2024-10-09,2024-10-09,7200,On-Time,0
104745,12539,2024-11-08,2024-11-08,7800,On-Time,0
104746,12539,2024-12-08,2024-12-08,6600,On-Time,0
104747,12539,2025-01-07,2025-01-07,7300,On-Time,0
104748,12540,2024-09-21,2024-09-21,6600,On-Time,0
104749,12540,2024-10-21,2024-10-21,6700,On-Time,0
104750,12540,2024-11-20,2024-11-20,7400,On-Time,0
104751,12540,2024-12-30,2024-12-20,7600,Late,10
104752,12540,2025-01-19,2025-01-19,6700,On-Time,0
104753,12540,2025-02-18,2025-02-18,7400,On-Time,0
104754,12540,2025-04-06,2025-03-20,7400,Late,17
104755,12540,2025-04-19,2025-04-19,6800,On-Time,0
104756,12540,2025-05-19,2025-05-19,6700,On-Time,0
104757,12540,2025-06-24,2025-06-18,6700,Late,6
104758,12540,2025-07-18,2025-07-18,6500,On-Time,0
104759,12540,2025-08-17,2025-08-17,6300,On-Time,0
104760,12541,2023-04-25,2023-04-25,27400,On-Time,0
104761,12541,2023-05-25,2023-05-25,25200,On-Time,0
104762,12541,2023-06-24,2023-06-24,24700,On-Time,0
104763,12541,2023-07-24,2023-07-24,27900,On-Time,0
104764,12541,2023-08-23,2023-08-23,26000,On-Time,0
104765,12541,2023-09-22,2023-09-22,25300,On-Time,0
104766,12541,2023-10-22,2023-10-22,25500,On-Time,0
104767,12541,2023-11-21,2023-11-21,22900,On-Time,0
104768,12541,2024-01-02,2023-12-21,23900,Late,12
104769,12541,2024-01-20,2024-01-20,25100,On-Time,0
104770,12541,2024-03-01,2024-02-19,24900,Late,11
104771,12541,2024-03-20,2024-03-20,26400,On-Time,0
104772,12542,2023-12-22,2023-12-22,109500,On-Time,0
104773,12542,2024-01-21,2024-01-21,115100,On-Time,0
104774,12542,2024-02-20,2024-02-20,119200,On-Time,0
104775,12542,2024-03-21,2024-03-21,109800,On-Time,0
104776,12542,2024-04-20,2024-04-20,109900,On-Time,0
104777,12542,2024-05-20,2024-05-20,112300,On-Time,0
104778,12542,2024-06-19,2024-06-19,116900,On-Time,0
104779,12542,2024-07-19,2024-07-19,110200,On-Time,0
104780,12542,2024-09-01,2024-08-18,0,Missed,14
104781,12542,2024-09-17,2024-09-17,111300,On-Time,0
104782,12542,2024-10-17,2024-10-17,128900,On-Time,0
104783,12542,2024-11-16,2024-11-16,116700,On-Time,0
104784,12543,2025-09-28,2025-09-28,86100,On-Time,0
104785,12543,2025-10-28,2025-10-28,95100,On-Time,0
104786,12543,2025-12-03,2025-11-27,90600,Late,6
104787,12543,2025-12-27,2025-12-27,96800,On-Time,0
104788,12544,2023-08-28,2023-08-12,3100,Late,16
104789,12544,2023-09-11,2023-09-11,3600,On-Time,0
104790,12544,2023-10-11,2023-10-11,3400,On-Time,0
104791,12544,2023-11-10,2023-11-10,3100,On-Time,0
104792,12544,2023-12-22,2023-12-10,3100,Late,12
104793,12544,2024-01-23,2024-01-09,3600,Late,14
104794,12544,2024-02-08,2024-02-08,3600,On-Time,0
104795,12544,2024-03-09,2024-03-09,3100,On-Time,0
104796,12544,2024-04-08,2024-04-08,3500,On-Time,0
104797,12544,2024-05-21,2024-05-08,3100,Late,13
104798,12544,2024-06-07,2024-06-07,3700,On-Time,0
104799,12544,2024-07-07,2024-07-07,3100,On-Time,0
104800,12545,2025-07-14,2025-07-14,10100,On-Time,0
104801,12545,2025-08-13,2025-08-13,9700,On-Time,0
104802,12545,2025-09-12,2025-09-12,11200,On-Time,0
104803,12545,2025-10-12,2025-10-12,11100,On-Time,0
104804,12545,2025-11-11,2025-11-11,10500,On-Time,0
104805,12545,2025-12-11,2025-12-11,11100,On-Time,0
104806,12547,2023-08-07,2023-07-18,0,Missed,20
104807,12547,2023-08-30,2023-08-17,14800,Late,13
104808,12547,2023-09-16,2023-09-16,12600,On-Time,0
104809,12547,2023-10-16,2023-10-16,13500,On-Time,0
104810,12547,2023-11-15,2023-11-15,12400,On-Time,0
104811,12547,2023-12-15,2023-12-15,12300,On-Time,0
104812,12547,2024-02-02,2024-01-14,12700,Late,19
104813,12547,2024-02-13,2024-02-13,12600,On-Time,0
104814,12547,2024-03-14,2024-03-14,13300,On-Time,0
104815,12547,2024-04-28,2024-04-13,13000,Late,15
104816,12547,2024-05-13,2024-05-13,13500,On-Time,0
104817,12547,2024-06-12,2024-06-12,13200,On-Time,0
104818,12548,2024-02-26,2024-02-26,3700,On-Time,0
104819,12548,2024-03-29,2024-03-27,4000,Late,2
104820,12548,2024-04-26,2024-04-26,3700,On-Time,0
104821,12548,2024-05-26,2024-05-26,3900,On-Time,0
104822,12548,2024-06-25,2024-06-25,3800,On-Time,0
104823,12548,2024-08-08,2024-07-25,4200,Late,14
104824,12548,2024-08-24,2024-08-24,4200,On-Time,0
104825,12548,2024-09-23,2024-09-23,3600,On-Time,0
104826,12548,2024-10-30,2024-10-23,3600,Late,7
104827,12548,2024-11-22,2024-11-22,3900,On-Time,0
104828,12548,2025-01-10,2024-12-22,0,Missed,19
104829,12548,2025-01-21,2025-01-21,3900,On-Time,0
104830,12549,2023-02-26,2023-02-26,1000,On-Time,0
104831,12549,2023-03-28,2023-03-28,1000,On-Time,0
104832,12549,2023-04-27,2023-04-27,1000,On-Time,0
104833,12549,2023-05-27,2023-05-27,1000,On-Time,0
104834,12549,2023-06-26,2023-06-26,1000,On-Time,0
104835,12549,2023-07-26,2023-07-26,1000,On-Time,0
104836,12549,2023-08-30,2023-08-25,1000,Late,5
104837,12549,2023-09-24,2023-09-24,1000,On-Time,0
104838,12549,2023-10-24,2023-10-24,1000,On-Time,0
104839,12549,2023-11-23,2023-11-23,1000,On-Time,0
104840,12549,2024-01-03,2023-12-23,1000,Late,11
104841,12549,2024-01-22,2024-01-22,1000,On-Time,0
104842,12550,2023-11-04,2023-11-04,10500,On-Time,0
104843,12550,2023-12-04,2023-12-04,10400,On-Time,0
104844,12550,2024-01-03,2024-01-03,9900,On-Time,0
104845,12550,2024-02-02,2024-02-02,9400,On-Time,0
104846,12550,2024-03-10,2024-03-03,10500,Late,7
104847,12550,2024-04-02,2024-04-02,8900,On-Time,0
104848,12550,2024-05-16,2024-05-02,0,Missed,14
104849,12550,2024-06-01,2024-06-01,10400,On-Time,0
104850,12550,2024-07-01,2024-07-01,9100,On-Time,0
104851,12550,2024-08-15,2024-07-31,9800,Late,15
104852,12550,2024-08-30,2024-08-30,9000,On-Time,0
104853,12550,2024-09-29,2024-09-29,9800,On-Time,0
104854,12551,2024-04-10,2024-04-10,6000,On-Time,0
104855,12551,2024-05-14,2024-05-10,6900,Late,4
104856,12551,2024-06-29,2024-06-09,6400,Late,20
104857,12551,2024-07-09,2024-07-09,6500,On-Time,0
104858,12551,2024-08-08,2024-08-08,6200,On-Time,0
104859,12551,2024-09-07,2024-09-07,6100,On-Time,0
104860,12551,2024-10-07,2024-10-07,6500,On-Time,0
104861,12551,2024-11-12,2024-11-06,6700,Late,6
104862,12551,2024-12-23,2024-12-06,0,Missed,17
104863,12551,2025-01-05,2025-01-05,6300,On-Time,0
104864,12551,2025-02-04,2025-02-04,6800,On-Time,0
104865,12551,2025-03-24,2025-03-06,7000,Late,18
104866,12552,2023-05-16,2023-05-16,7400,On-Time,0
104867,12552,2023-06-15,2023-06-15,8200,On-Time,0
104868,12552,2023-07-15,2023-07-15,6900,On-Time,0
104869,12552,2023-08-20,2023-08-14,7400,Late,6
104870,12552,2023-10-02,2023-09-13,8200,Late,19
104871,12552,2023-10-13,2023-10-13,8000,On-Time,0
104872,12552,2023-11-21,2023-11-12,7200,Late,9
104873,12552,2023-12-28,2023-12-12,7100,Late,16
104874,12552,2024-01-11,2024-01-11,8200,On-Time,0
104875,12552,2024-02-10,2024-02-10,8200,On-Time,0
104876,12552,2024-03-11,2024-03-11,7100,On-Time,0
104877,12552,2024-04-10,2024-04-10,7300,On-Time,0
104878,12553,2025-06-01,2025-06-01,7800,On-Time,0
104879,12553,2025-07-01,2025-07-01,7900,On-Time,0
104880,12553,2025-07-31,2025-07-31,8200,On-Time,0
104881,12553,2025-09-02,2025-08-30,8100,Late,3
104882,12553,2025-09-29,2025-09-29,8800,On-Time,0
104883,12553,2025-10-29,2025-10-29,7900,On-Time,0
104884,12553,2025-11-30,2025-11-28,0,Missed,2
104885,12553,2025-12-28,2025-12-28,8900,On-Time,0
104886,12554,2024-09-15,2024-09-12,16600,Late,3
104887,12554,2024-10-12,2024-10-12,15600,On-Time,0
104888,12554,2024-11-11,2024-11-11,16500,On-Time,0
104889,12554,2024-12-11,2024-12-11,15700,On-Time,0
104890,12554,2025-01-10,2025-01-10,15700,On-Time,0
104891,12554,2025-02-09,2025-02-09,15800,On-Time,0
104892,12554,2025-03-26,2025-03-11,15100,Late,15
104893,12554,2025-04-25,2025-04-10,14700,Late,15
104894,12554,2025-05-10,2025-05-10,14800,On-Time,0
104895,12554,2025-06-29,2025-06-09,16500,Late,20
104896,12554,2025-07-09,2025-07-09,15300,On-Time,0
104897,12554,2025-08-08,2025-08-08,17100,On-Time,0
104898,12555,2025-07-31,2025-07-31,2000,On-Time,0
104899,12555,2025-08-30,2025-08-30,2200,On-Time,0
104900,12555,2025-09-29,2025-09-29,2100,On-Time,0
104901,12555,2025-10-29,2025-10-29,1900,On-Time,0
104902,12555,2025-11-28,2025-11-28,1900,On-Time,0
104903,12555,2026-01-07,2025-12-28,2000,Late,10
104904,12556,2024-06-13,2024-06-13,2800,On-Time,0
104905,12556,2024-07-13,2024-07-13,2900,On-Time,0
104906,12556,2024-08-24,2024-08-12,2600,Late,12
104907,12556,2024-09-11,2024-09-11,2700,On-Time,0
104908,12556,2024-10-11,2024-10-11,2900,On-Time,0
104909,12556,2024-11-10,2024-11-10,2900,On-Time,0
104910,12556,2024-12-28,2024-12-10,2700,Late,18
104911,12556,2025-01-09,2025-01-09,2800,On-Time,0
104912,12556,2025-02-10,2025-02-08,2600,Late,2
104913,12556,2025-03-10,2025-03-10,2800,On-Time,0
104914,12556,2025-04-09,2025-04-09,2600,On-Time,0
104915,12556,2025-05-09,2025-05-09,2800,On-Time,0
104916,12558,2024-12-30,2024-12-30,2300,On-Time,0
104917,12558,2025-01-29,2025-01-29,2400,On-Time,0
104918,12558,2025-02-28,2025-02-28,2600,On-Time,0
104919,12558,2025-03-30,2025-03-30,2400,On-Time,0
104920,12558,2025-05-09,2025-04-29,0,Missed,10
