application_id,customer_id,application_date,loan_type,requested_amount,approval_status,rejection_reason
11098,2756,2023-03-23,Home,590700,Approved,
11099,2899,2024-09-23,Education,4347300,Approved,
11100,4107,2023-03-01,Education,4276400,Approved,
11101,3230,2025-02-20,Auto,496800,Approved,
11102,3168,2025-02-22,Education,508200,Rejected,Incomplete Documents
11103,2812,2024-02-25,Auto,1426500,Pending,
11104,3316,2025-09-19,Home,2467800,Approved,
11105,1770,2025-12-20,Auto,1182200,Rejected,Low Credit Score
11106,2500,2025-03-03,Personal,460500,Approved,
11107,1278,2024-07-23,Home,189500,Approved,
11108,1803,2024-08-12,Auto,697300,Rejected,Insufficient Income
11109,4309,2024-02-25,Business,1396400,Rejected,High Existing Debt
11110,2268,2023-05-13,Business,468600,Rejected,Insufficient Income
11111,3903,2025-04-01,Auto,529600,Rejected,Insufficient Income
11112,5881,2025-10-30,Auto,914900,Approved,
11113,1654,2025-12-29,Auto,290700,Approved,
11114,1244,2025-12-16,Auto,376200,Pending,
11115,1928,2024-06-21,Home,648800,Pending,
11116,4233,2024-11-09,Home,489300,Approved,
11117,2600,2023-06-21,Personal,900500,Approved,
11118,2165,2023-11-16,Personal,577600,Pending,
11119,4526,2024-03-07,Education,158300,Rejected,Low Credit Score
11120,2953,2025-12-07,Auto,71100,Approved,
11121,2157,2023-06-23,Auto,1516700,Approved,
11122,5056,2023-12-18,Personal,465400,Rejected,High Existing Debt
11123,3760,2025-09-12,Home,726800,Approved,
11124,3066,2024-02-02,Personal,542800,Approved,
11125,3020,2025-02-03,Home,1243900,Approved,
11126,3970,2024-12-23,Home,268100,Pending,
11127,4924,2023-09-17,Home,1540400,Rejected,Insufficient Income
11128,4943,2024-10-13,Home,3002300,Approved,
11129,2384,2025-09-21,Auto,5649300,Pending,
11130,2876,2024-01-09,Business,173200,Approved,
11131,5973,2024-10-04,Home,1465400,Approved,
11132,2796,2025-10-23,Education,2176500,Approved,
11133,1022,2024-09-28,Auto,253600,Approved,
11134,4967,2023-10-25,Business,258300,Rejected,Incomplete Documents
11135,4538,2024-04-08,Business,250300,Approved,
11136,1201,2025-08-30,Education,873000,Approved,
11137,2289,2023-06-05,Education,2126800,Pending,
11138,4771,2023-04-27,Home,55600,Approved,
11139,4361,2023-04-20,Personal,248200,Pending,
11140,3921,2025-07-01,Auto,414400,Approved,
11141,3311,2024-09-04,Home,683700,Approved,
11142,5513,2024-12-16,Personal,614800,Approved,
11143,3114,2023-02-23,Home,676200,Approved,
11144,2010,2024-06-23,Education,196600,Approved,
11145,4583,2023-08-28,Personal,293800,Approved,
11146,5552,2023-09-13,Education,586000,Approved,
11147,1955,2023-01-25,Personal,1274100,Approved,
11148,2827,2023-09-11,Home,238200,Approved,
11149,3141,2023-04-09,Business,714500,Rejected,Incomplete Documents
11150,5865,2024-12-19,Auto,347800,Approved,
11151,5959,2024-11-19,Auto,185300,Approved,
11152,4368,2025-08-01,Home,499900,Rejected,Incomplete Documents
11153,4367,2024-01-15,Home,783500,Approved,
11154,1532,2025-07-31,Business,334600,Approved,
11155,2377,2024-07-27,Personal,651800,Rejected,Low Credit Score
11156,5311,2024-02-21,Home,184400,Pending,
11157,4125,2024-05-06,Business,3811900,Rejected,High Existing Debt
11158,2164,2023-06-19,Personal,557100,Approved,
11159,2672,2024-08-21,Auto,1252800,Rejected,Low Credit Score
11160,1448,2024-06-22,Personal,531200,Pending,
11161,3729,2023-08-18,Business,791100,Approved,
11162,1879,2023-01-08,Personal,815500,Approved,
11163,2658,2023-07-09,Personal,884400,Approved,
11164,1026,2024-01-07,Home,611900,Rejected,Insufficient Income
11165,4799,2025-07-22,Auto,627300,Approved,
11166,2574,2025-06-01,Personal,625500,Approved,
11167,1197,2025-10-24,Business,276200,Approved,
11168,5208,2025-12-13,Home,978800,Approved,
11169,2679,2024-03-28,Personal,544400,Rejected,Incomplete Documents
11170,2981,2023-05-26,Personal,937900,Approved,
11171,2844,2025-07-29,Auto,153200,Approved,
11172,5478,2025-02-24,Home,902800,Approved,
11173,4219,2025-06-22,Business,831000,Approved,
11174,5474,2025-11-18,Auto,1109700,Approved,
11175,3829,2025-04-01,Personal,1150700,Rejected,Incomplete Documents
11176,4287,2025-04-15,Personal,762300,Approved,
11177,3002,2025-08-01,Personal,342900,Approved,
11178,1023,2024-12-16,Auto,448200,Approved,
11179,5432,2025-02-23,Auto,260200,Rejected,High Existing Debt
11180,2214,2024-05-23,Personal,358900,Approved,
11181,3329,2023-11-13,Home,878300,Approved,
11182,3139,2023-06-29,Home,144700,Approved,
11183,1493,2024-07-07,Business,837000,Approved,
11184,5580,2025-05-28,Auto,581800,Approved,
11185,5236,2025-03-01,Auto,217500,Rejected,High Existing Debt
11186,2487,2024-11-30,Personal,473100,Approved,
11187,4092,2024-05-02,Auto,427100,Rejected,High Existing Debt
11188,2621,2025-12-02,Education,1060600,Approved,
11189,2637,2024-03-18,Personal,790800,Approved,
11190,1939,2023-07-21,Home,303400,Approved,
11191,1924,2023-08-09,Personal,364300,Rejected,Low Credit Score
11192,4994,2024-09-23,Education,726200,Approved,
11193,5121,2025-04-07,Auto,2069800,Approved,
11194,2492,2024-01-23,Business,495900,Approved,
11195,2426,2025-09-17,Personal,622100,Pending,
11196,1168,2025-09-14,Personal,192900,Rejected,High Existing Debt
11197,2367,2025-10-24,Home,490900,Rejected,Insufficient Income
11198,4775,2024-01-23,Home,255600,Rejected,Incomplete Documents
11199,3459,2023-06-10,Personal,1985900,Approved,
11200,1140,2024-10-15,Home,173000,Approved,
11201,2286,2024-05-10,Auto,171400,Rejected,Low Credit Score
11202,1506,2025-06-23,Business,1137400,Rejected,Low Credit Score
11203,1838,2025-04-11,Home,741400,Approved,
11204,1940,2023-07-09,Personal,882400,Approved,
11205,5309,2023-03-30,Personal,688400,Rejected,Incomplete Documents
11206,1559,2024-05-08,Home,1005700,Approved,
11207,3084,2023-09-18,Home,788900,Approved,
11208,2068,2025-05-27,Personal,877800,Rejected,Low Credit Score
11209,1407,2025-11-02,Business,1245400,Approved,
11210,5183,2023-09-07,Auto,284500,Approved,
11211,4107,2024-08-18,Home,214400,Approved,
11212,1721,2023-04-01,Education,843800,Rejected,High Existing Debt
11213,5262,2024-11-04,Business,480200,Approved,
11214,4586,2024-01-29,Education,304500,Approved,
11215,1879,2024-02-26,Education,2092600,Approved,
11216,3495,2023-07-05,Education,3965300,Approved,
11217,2502,2025-09-02,Home,61300,Approved,
11218,5631,2024-03-23,Auto,79300,Approved,
11219,4098,2024-10-21,Home,876000,Approved,
11220,1030,2023-02-09,Personal,60200,Rejected,Low Credit Score
11221,3835,2023-06-01,Personal,1720900,Approved,
11222,1679,2023-11-10,Personal,1838100,Approved,
11223,1224,2024-09-21,Personal,582200,Approved,
11224,3154,2023-06-27,Education,687000,Approved,
11225,5157,2025-02-20,Auto,424400,Rejected,Insufficient Income
11226,2487,2023-01-19,Auto,313400,Rejected,Incomplete Documents
11227,5182,2025-11-19,Education,302300,Rejected,Low Credit Score
11228,4560,2023-09-29,Home,1224300,Approved,
11229,5731,2023-01-22,Personal,934200,Approved,
11230,4467,2025-04-17,Business,949700,Approved,
11231,5449,2024-09-12,Auto,2863400,Pending,
11232,4800,2025-07-27,Business,486800,Approved,
11233,2448,2024-05-03,Personal,1066500,Approved,
11234,5275,2024-02-07,Education,1290100,Approved,
11235,1582,2024-05-31,Personal,263700,Approved,
11236,2950,2024-08-05,Business,376400,Approved,
11237,5510,2024-02-03,Personal,534400,Rejected,High Existing Debt
11238,1206,2024-09-21,Personal,271100,Approved,
11239,1950,2025-10-25,Auto,663600,Approved,
11240,1775,2024-03-13,Education,523600,Approved,
11241,2091,2023-11-13,Home,189800,Rejected,Low Credit Score
11242,1479,2023-05-05,Home,724500,Approved,
11243,2162,2025-06-12,Home,723300,Approved,
11244,1225,2023-03-17,Business,480300,Approved,
11245,2085,2025-08-23,Education,897900,Approved,
11246,4961,2025-03-03,Auto,1000000,Pending,
11247,2317,2023-12-13,Business,190000,Approved,
11248,1015,2025-07-29,Auto,297000,Approved,
11249,1050,2023-05-10,Auto,73500,Approved,
11250,4498,2024-10-23,Business,4578000,Pending,
11251,1964,2024-12-01,Personal,131500,Rejected,Low Credit Score
11252,1123,2025-10-12,Home,2822500,Approved,
11253,5758,2024-04-29,Auto,814600,Rejected,Incomplete Documents
11254,2919,2024-07-31,Home,170200,Rejected,Incomplete Documents
11255,1671,2024-10-27,Personal,1332500,Approved,
11256,4044,2024-07-05,Education,645700,Approved,
11257,3301,2023-10-27,Education,1884000,Approved,
11258,4273,2023-10-19,Personal,1065400,Pending,
11259,2820,2025-08-09,Home,1856400,Approved,
11260,3768,2025-07-23,Personal,464900,Approved,
11261,3552,2025-09-11,Personal,692100,Approved,
11262,1846,2025-06-27,Education,1978400,Rejected,Low Credit Score
11263,5096,2025-09-22,Business,326900,Approved,
11264,1559,2025-02-18,Auto,857700,Rejected,Low Credit Score
11265,3675,2024-06-16,Home,306200,Rejected,Incomplete Documents
11266,2944,2023-03-28,Home,1059700,Rejected,High Existing Debt
11267,1589,2025-02-19,Personal,550300,Rejected,Insufficient Income
11268,2354,2024-07-11,Auto,703500,Rejected,Insufficient Income
11269,5443,2024-09-15,Home,2019800,Approved,
11270,2590,2024-03-16,Personal,517200,Approved,
11271,1059,2023-05-12,Business,777600,Approved,
11272,3080,2025-07-24,Education,1507900,Approved,
11273,4716,2023-02-22,Education,447800,Rejected,Insufficient Income
11274,1208,2023-02-08,Education,453100,Rejected,Insufficient Income
11275,3386,2023-12-04,Auto,173600,Rejected,Low Credit Score
11276,4285,2024-01-29,Personal,511500,Approved,
11277,1310,2025-10-16,Education,1668000,Approved,
11278,2662,2023-02-20,Auto,352400,Rejected,Low Credit Score
11279,3186,2025-06-04,Home,450800,Approved,
11280,3439,2024-12-19,Business,338000,Pending,
11281,2781,2023-11-11,Business,174300,Approved,
11282,5801,2023-04-25,Personal,375400,Approved,
11283,2889,2025-04-24,Education,468300,Rejected,Incomplete Documents
11284,5558,2025-11-06,Auto,3139000,Pending,
11285,2671,2025-10-17,Auto,522100,Rejected,High Existing Debt
11286,5014,2025-04-12,Home,884400,Approved,
11287,4139,2023-09-14,Personal,669700,Pending,
11288,3635,2024-06-06,Auto,1190300,Approved,
11289,3312,2024-08-01,Business,147000,Rejected,Insufficient Income
11290,2626,2025-04-02,Auto,736900,Pending,
11291,4686,2025-11-30,Education,529500,Approved,
11292,5701,2024-09-08,Business,816600,Approved,
11293,4084,2023-10-08,Auto,1125600,Approved,
11294,5690,2023-09-13,Education,641400,Rejected,High Existing Debt
11295,3041,2023-08-05,Personal,398800,Approved,
11296,3219,2024-03-25,Personal,1269000,Rejected,Insufficient Income
11297,4306,2025-08-08,Personal,1027200,Approved,
11298,2328,2024-10-19,Home,1486900,Approved,
11299,2530,2025-02-22,Business,595700,Approved,
11300,1557,2024-12-14,Personal,374000,Rejected,Low Credit Score
11301,4460,2024-05-17,Personal,3121400,Approved,
11302,2466,2024-11-04,Auto,268300,Approved,
11303,1894,2024-01-11,Personal,1550100,Approved,
11304,4946,2023-03-01,Personal,1537600,Approved,
11305,1195,2024-08-10,Business,1079700,Approved,
11306,5252,2024-07-05,Education,569200,Approved,
11307,5206,2024-10-18,Home,720700,Rejected,Low Credit Score
11308,4531,2025-04-03,Personal,353800,Pending,
11309,2701,2025-12-31,Home,154000,Approved,
11310,3109,2025-12-24,Personal,440300,Rejected,High Existing Debt
11311,5064,2025-11-21,Home,540900,Approved,
11312,5733,2025-06-29,Personal,220000,Pending,
11313,4891,2023-09-07,Personal,240800,Approved,
11314,5693,2023-03-15,Home,318600,Rejected,High Existing Debt
11315,5084,2024-06-03,Business,637200,Rejected,Insufficient Income
11316,4818,2025-02-22,Personal,1180300,Approved,
11317,2067,2025-02-17,Business,657900,Approved,
11318,1987,2023-10-06,Home,4283500,Approved,
11319,1284,2025-08-09,Education,492700,Rejected,High Existing Debt
11320,1763,2025-04-03,Business,607800,Pending,
11321,4239,2025-10-14,Business,1970700,Rejected,High Existing Debt
11322,1579,2025-03-17,Home,426600,Approved,
11323,1719,2024-10-09,Personal,508200,Approved,
11324,1836,2024-10-06,Education,553800,Approved,
11325,3596,2025-02-11,Personal,1276600,Approved,
11326,1383,2024-06-14,Education,736100,Rejected,High Existing Debt
11327,1791,2024-01-16,Business,544800,Approved,
11328,1447,2023-03-02,Education,880300,Approved,
11329,2989,2023-07-07,Education,295000,Approved,
11330,4759,2024-01-21,Auto,1081600,Rejected,High Existing Debt
11331,4595,2024-05-17,Personal,1761200,Approved,
11332,3936,2023-06-27,Education,1773400,Pending,
11333,2555,2025-08-16,Home,405900,Approved,
11334,4262,2023-04-24,Business,125800,Approved,
11335,3120,2023-07-27,Education,2991900,Approved,
11336,5395,2024-03-30,Education,247600,Rejected,Low Credit Score
11337,4147,2024-06-13,Auto,630600,Approved,
11338,4965,2025-05-25,Home,841400,Approved,
11339,1649,2024-08-24,Business,97900,Approved,
11340,5377,2025-06-22,Personal,986000,Approved,
11341,5558,2025-12-23,Personal,1337700,Approved,
11342,5383,2024-10-15,Business,905800,Pending,
11343,1653,2023-03-19,Home,486600,Approved,
11344,1833,2024-08-25,Business,433500,Approved,
11345,1201,2023-02-04,Personal,297500,Approved,
11346,2512,2024-09-07,Home,702000,Approved,
11347,3589,2024-08-10,Personal,462400,Approved,
11348,1095,2024-03-02,Auto,86400,Approved,
11349,1131,2023-05-11,Auto,669100,Approved,
11350,4831,2024-04-01,Business,2099600,Approved,
11351,4619,2025-08-14,Personal,238000,Approved,
11352,1114,2023-10-06,Personal,438100,Approved,
11353,4162,2023-09-17,Home,649100,Approved,
11354,3846,2024-08-30,Auto,164800,Rejected,Low Credit Score
11355,3647,2025-10-24,Business,411600,Rejected,Incomplete Documents
11356,2246,2023-08-06,Personal,1871800,Rejected,Incomplete Documents
11357,2291,2025-05-08,Home,354500,Approved,
11358,4589,2025-04-27,Personal,183700,Approved,
11359,1699,2023-10-13,Business,625800,Rejected,Insufficient Income
11360,3296,2023-02-17,Business,326500,Approved,
11361,5659,2024-04-14,Home,1211200,Rejected,High Existing Debt
11362,2601,2025-09-22,Education,1489800,Pending,
11363,4268,2023-03-07,Home,155800,Pending,
11364,2210,2023-08-18,Business,3569500,Approved,
11365,1486,2025-01-25,Personal,268100,Rejected,Low Credit Score
11366,1677,2023-01-12,Business,341300,Pending,
11367,5231,2024-09-04,Home,455000,Approved,
11368,2023,2024-11-16,Home,1299400,Approved,
11369,1572,2023-08-30,Business,2936800,Approved,
11370,1801,2023-08-01,Education,407700,Approved,
11371,3739,2025-05-23,Home,985600,Approved,
11372,1123,2023-12-07,Business,1860300,Approved,
11373,2870,2025-11-26,Business,324600,Rejected,Low Credit Score
11374,1932,2024-03-20,Personal,535700,Approved,
11375,1806,2023-11-23,Home,1576200,Rejected,Incomplete Documents
11376,2847,2024-04-19,Personal,819300,Rejected,Insufficient Income
11377,4882,2024-07-12,Auto,532900,Approved,
11378,3479,2024-06-12,Home,415700,Approved,
11379,4987,2025-06-24,Business,757200,Approved,
11380,4944,2025-08-28,Education,139900,Approved,
11381,2111,2025-08-12,Home,497300,Approved,
11382,2616,2025-02-24,Home,689000,Approved,
11383,2433,2024-12-06,Personal,755300,Approved,
11384,2498,2024-02-23,Business,841100,Approved,
11385,2917,2024-05-29,Education,402300,Approved,
11386,1085,2024-12-11,Business,720700,Approved,
11387,3834,2025-11-24,Personal,301600,Rejected,High Existing Debt
11388,2647,2024-08-11,Business,916000,Approved,
11389,3408,2024-09-05,Personal,410200,Approved,
11390,2809,2024-03-25,Auto,2642900,Approved,
11391,4072,2024-07-31,Home,723600,Rejected,Insufficient Income
11392,5407,2023-02-20,Personal,229900,Pending,
11393,1310,2024-09-27,Education,336000,Approved,
11394,4996,2024-12-12,Personal,1488400,Pending,
11395,4177,2023-06-16,Home,263200,Approved,
11396,4071,2023-06-24,Education,98800,Approved,
11397,2448,2023-01-22,Home,1083900,Approved,
11398,5348,2025-09-09,Home,1543100,Approved,
11399,5913,2025-04-24,Auto,81000,Rejected,High Existing Debt
11400,5314,2023-09-02,Auto,2901200,Approved,
11401,3719,2023-05-17,Personal,454100,Approved,
11402,1076,2023-10-31,Home,137700,Approved,
11403,4859,2023-03-31,Education,465500,Rejected,Low Credit Score
11404,4705,2024-01-17,Auto,2294500,Approved,
11405,1357,2023-06-16,Auto,91200,Approved,
11406,2994,2025-11-13,Home,793000,Approved,
11407,4004,2025-09-30,Home,2562800,Rejected,High Existing Debt
11408,3366,2025-05-11,Auto,553300,Approved,
11409,2122,2023-04-05,Auto,595700,Approved,
11410,3832,2024-04-02,Home,1258400,Rejected,Low Credit Score
11411,1105,2024-06-13,Personal,871600,Rejected,Low Credit Score
11412,2767,2024-09-12,Personal,371600,Approved,
11413,4039,2025-06-14,Auto,1199300,Pending,
11414,3762,2023-11-16,Education,1662900,Rejected,Insufficient Income
11415,4042,2024-11-22,Home,124600,Approved,
11416,5700,2023-10-19,Auto,1244100,Approved,
11417,5089,2024-12-02,Personal,195900,Pending,
11418,2547,2023-10-31,Home,541800,Approved,
11419,2487,2024-07-22,Personal,309200,Approved,
11420,5659,2023-09-01,Home,283200,Rejected,Incomplete Documents
11421,1517,2025-05-08,Auto,1890400,Pending,
11422,5400,2024-02-29,Business,1077100,Approved,
11423,4029,2025-01-02,Education,1917700,Approved,
11424,5895,2023-03-29,Business,281900,Approved,
11425,5487,2025-12-21,Home,1387700,Approved,
11426,3915,2024-02-17,Home,2017700,Approved,
11427,1296,2024-07-04,Home,617300,Approved,
11428,2989,2024-08-16,Auto,314800,Rejected,Low Credit Score
11429,4470,2023-01-10,Education,517500,Rejected,High Existing Debt
11430,5578,2025-12-15,Home,238800,Rejected,Incomplete Documents
11431,5946,2023-09-25,Personal,455100,Approved,
11432,4889,2024-01-21,Auto,460600,Approved,
11433,1145,2024-08-07,Business,132100,Approved,
11434,4798,2025-11-06,Business,994900,Approved,
11435,4033,2023-02-04,Home,305200,Approved,
11436,3256,2024-12-10,Home,1257900,Rejected,High Existing Debt
11437,1446,2025-09-29,Business,1429400,Approved,
11438,5510,2025-03-13,Home,126900,Approved,
11439,3871,2024-04-07,Auto,1103000,Approved,
11440,1545,2023-07-19,Home,1045000,Approved,
11441,4717,2023-10-17,Auto,1564700,Approved,
11442,2155,2025-10-31,Home,891600,Approved,
11443,5799,2023-01-10,Home,83900,Approved,
11444,5006,2025-06-04,Personal,210200,Approved,
11445,4853,2023-06-28,Personal,373600,Approved,
11446,5852,2024-09-11,Personal,307200,Pending,
11447,3718,2024-05-28,Education,272800,Approved,
11448,3866,2025-02-08,Home,501200,Approved,
11449,5390,2023-05-13,Home,1026400,Approved,
11450,2467,2025-07-17,Auto,2128600,Approved,
11451,1095,2023-11-21,Business,1722000,Rejected,Low Credit Score
11452,5856,2024-07-15,Home,1046400,Approved,
11453,1258,2023-06-18,Home,967800,Approved,
11454,3256,2025-08-27,Personal,606500,Rejected,Incomplete Documents
11455,5490,2025-03-21,Auto,616100,Approved,
11456,5830,2025-03-27,Education,362800,Approved,
11457,1980,2024-05-23,Business,179800,Approved,
11458,5586,2023-05-26,Education,378400,Pending,
11459,1456,2025-04-28,Home,454800,Approved,
11460,3018,2025-10-12,Home,1265800,Approved,
11461,1173,2025-09-19,Personal,1558100,Rejected,High Existing Debt
11462,1583,2024-02-13,Business,205600,Pending,
11463,3746,2025-08-08,Auto,531900,Approved,
11464,2358,2025-03-25,Business,345100,Approved,
11465,5897,2025-09-07,Personal,485700,Approved,
11466,5959,2025-09-03,Business,53800,Approved,
11467,5826,2024-08-27,Auto,50000,Approved,
11468,5478,2023-03-08,Business,566500,Approved,
11469,3995,2024-12-11,Business,1117500,Pending,
11470,5108,2025-08-17,Personal,1165400,Approved,
11471,1449,2025-07-27,Business,291900,Rejected,Incomplete Documents
11472,1188,2024-02-25,Business,1699700,Approved,
11473,5076,2023-12-07,Auto,673900,Approved,
11474,4348,2023-06-29,Personal,1172300,Approved,
11475,5338,2025-10-16,Personal,867300,Approved,
11476,5554,2025-04-19,Education,1344400,Approved,
11477,4447,2024-01-21,Personal,313900,Approved,
11478,4575,2023-08-31,Personal,355000,Approved,
11479,3822,2023-05-18,Personal,238800,Rejected,High Existing Debt
11480,2093,2024-08-15,Business,221300,Pending,
11481,5735,2023-05-06,Auto,304600,Approved,
11482,4197,2023-09-15,Personal,347400,Rejected,Low Credit Score
11483,2126,2024-07-07,Home,3931500,Approved,
11484,4798,2024-08-29,Personal,2623500,Rejected,High Existing Debt
11485,4222,2024-10-26,Personal,1064300,Pending,
11486,5607,2023-06-19,Education,366800,Approved,
11487,4478,2024-11-07,Personal,605100,Approved,
11488,4068,2023-12-27,Business,2578400,Pending,
11489,2420,2025-09-28,Home,453700,Approved,
11490,5799,2024-07-02,Personal,180400,Approved,
11491,5723,2024-12-11,Home,6488700,Approved,
11492,4707,2023-05-14,Personal,711600,Approved,
11493,5336,2024-01-05,Personal,4552500,Approved,
11494,5542,2025-05-12,Business,680100,Rejected,Low Credit Score
11495,3107,2023-06-23,Personal,727900,Pending,
11496,4979,2025-12-05,Home,1682800,Pending,
11497,2650,2024-02-24,Business,685900,Approved,
11498,3642,2023-10-24,Home,718700,Rejected,Insufficient Income
11499,3774,2025-05-15,Education,1699900,Rejected,Incomplete Documents
11500,4841,2025-04-14,Home,3149600,Rejected,Incomplete Documents
11501,1324,2025-03-01,Business,1479800,Approved,
11502,2539,2023-11-13,Home,510600,Approved,
11503,1456,2025-01-02,Business,449900,Approved,
11504,2362,2023-01-30,Personal,569600,Approved,
11505,2814,2025-11-10,Personal,758400,Rejected,Insufficient Income
11506,1613,2023-05-24,Auto,439500,Pending,
11507,5688,2025-04-09,Personal,699600,Pending,
11508,4205,2024-07-25,Personal,1711000,Rejected,Incomplete Documents
11509,3540,2024-09-18,Home,399200,Rejected,High Existing Debt
11510,5611,2025-01-28,Personal,1131500,Approved,
11511,2015,2025-07-10,Auto,278000,Approved,
11512,4336,2023-12-28,Home,394500,Approved,
11513,2493,2024-06-14,Auto,1557700,Rejected,Insufficient Income
11514,2076,2024-06-09,Personal,1952900,Approved,
11515,4227,2023-03-04,Personal,189000,Approved,
11516,3425,2025-03-21,Auto,2983000,Approved,
11517,3262,2023-07-14,Personal,903200,Approved,
11518,4558,2024-11-13,Home,78700,Rejected,Insufficient Income
11519,3616,2025-05-02,Business,225800,Approved,
11520,2326,2025-11-14,Business,1360600,Rejected,Incomplete Documents
11521,1033,2023-03-15,Personal,1191700,Rejected,Insufficient Income
11522,2631,2023-07-29,Home,1171900,Rejected,Incomplete Documents
11523,3844,2023-08-13,Home,54400,Approved,
11524,3398,2024-02-23,Personal,615200,Pending,
11525,4693,2024-02-13,Home,430900,Rejected,Low Credit Score
11526,3739,2023-05-11,Personal,602100,Approved,
11527,5800,2025-08-04,Home,305100,Approved,
11528,3468,2023-06-27,Education,86400,Rejected,Insufficient Income
11529,1493,2023-10-18,Personal,50000,Pending,
11530,1733,2025-08-08,Personal,1032900,Approved,
11531,1270,2023-05-26,Home,315200,Rejected,Low Credit Score
11532,5297,2025-08-04,Auto,298500,Rejected,Low Credit Score
11533,3872,2025-11-19,Education,891900,Approved,
11534,4563,2023-02-09,Personal,642500,Rejected,Incomplete Documents
11535,5310,2025-11-19,Auto,600400,Rejected,Incomplete Documents
11536,4708,2024-08-24,Auto,2237500,Approved,
11537,3190,2025-04-12,Auto,2947000,Approved,
11538,2562,2025-12-31,Auto,2943000,Rejected,Insufficient Income
11539,1744,2025-11-01,Education,239800,Approved,
11540,2373,2023-03-19,Education,1868500,Approved,
11541,3280,2024-01-29,Auto,212500,Approved,
11542,3491,2025-11-26,Business,1262600,Approved,
11543,1313,2023-10-12,Education,305000,Approved,
11544,1201,2024-12-28,Business,660600,Approved,
11545,4340,2025-07-20,Personal,851000,Rejected,High Existing Debt
11546,1003,2024-08-13,Auto,713500,Rejected,Incomplete Documents
11547,5449,2023-12-31,Business,1243100,Rejected,High Existing Debt
11548,1137,2025-03-12,Personal,670100,Approved,
11549,3097,2024-08-07,Business,326700,Rejected,Low Credit Score
11550,2196,2023-06-12,Auto,403800,Approved,
11551,2180,2025-03-05,Education,382800,Rejected,Insufficient Income
11552,2021,2023-10-01,Business,586700,Approved,
11553,2965,2024-10-19,Personal,702000,Approved,
11554,2805,2024-10-28,Auto,311800,Approved,
11555,3863,2025-01-04,Personal,304900,Rejected,Insufficient Income
11556,1050,2024-05-19,Personal,879300,Approved,
11557,5871,2024-01-10,Personal,1582300,Approved,
11558,1805,2025-01-05,Personal,364000,Approved,
11559,1416,2025-12-04,Home,720000,Rejected,High Existing Debt
11560,4499,2025-10-14,Auto,521800,Approved,
11561,3627,2023-09-09,Education,3773400,Approved,
11562,2639,2025-11-05,Personal,2018200,Approved,
11563,1795,2023-11-24,Home,306000,Approved,
11564,3022,2024-10-17,Personal,477600,Approved,
11565,1563,2025-04-02,Education,547100,Rejected,High Existing Debt
11566,3736,2025-03-25,Home,310600,Approved,
11567,5339,2023-03-14,Auto,287900,Approved,
11568,3229,2024-09-14,Education,1436400,Approved,
11569,4304,2024-01-30,Education,78700,Rejected,Low Credit Score
11570,1778,2025-05-12,Business,581300,Approved,
11571,5702,2024-03-12,Education,1215200,Approved,
11572,4056,2024-09-24,Home,2364400,Approved,
11573,4327,2025-05-08,Personal,1467800,Approved,
11574,1086,2023-07-18,Home,163700,Rejected,High Existing Debt
11575,5191,2024-12-27,Personal,1046000,Approved,
11576,1046,2023-12-22,Auto,3610700,Rejected,Incomplete Documents
11577,3084,2025-11-11,Personal,271000,Approved,
11578,1010,2024-07-23,Home,338800,Approved,
11579,4316,2025-10-07,Auto,587300,Approved,
11580,3940,2024-04-13,Home,1023400,Approved,
11581,2051,2023-11-24,Business,1750700,Rejected,Low Credit Score
11582,1591,2024-09-17,Auto,526900,Approved,
11583,4723,2024-07-20,Education,1790800,Approved,
11584,1032,2024-01-02,Education,394400,Approved,
11585,4732,2023-06-29,Auto,169300,Rejected,High Existing Debt
11586,5142,2024-01-28,Auto,806200,Approved,
11587,1572,2025-09-01,Education,579500,Approved,
11588,1017,2025-09-29,Personal,593500,Pending,
11589,5281,2023-07-04,Home,1130300,Rejected,Incomplete Documents
11590,3835,2023-04-29,Business,549900,Rejected,Low Credit Score
11591,2541,2023-11-25,Home,1623300,Rejected,High Existing Debt
11592,3642,2025-04-25,Home,3237100,Approved,
11593,5049,2025-07-14,Business,1073000,Approved,
11594,2079,2025-05-29,Personal,1435200,Pending,
11595,2386,2023-03-25,Personal,74100,Rejected,High Existing Debt
11596,3975,2025-10-03,Business,1026100,Approved,
11597,1131,2024-03-13,Business,657300,Pending,
11598,3546,2024-10-24,Personal,419100,Rejected,Low Credit Score
11599,3424,2024-11-28,Business,130400,Rejected,Low Credit Score
11600,5741,2023-11-20,Home,980700,Rejected,Incomplete Documents
11601,4136,2025-09-11,Business,280000,Approved,
11602,5575,2023-07-09,Personal,179500,Approved,
11603,2342,2025-09-05,Personal,2569900,Rejected,Insufficient Income
11604,5946,2024-07-25,Personal,399400,Pending,
11605,5568,2024-02-25,Personal,204900,Approved,
11606,1794,2025-03-12,Personal,623100,Approved,
11607,4807,2025-03-13,Business,572400,Approved,
11608,4545,2024-10-22,Home,1456500,Approved,
11609,4616,2023-10-06,Personal,744100,Pending,
11610,5091,2024-07-06,Personal,1278900,Approved,
11611,3535,2023-09-12,Home,111700,Rejected,Insufficient Income
11612,3857,2024-04-21,Business,1209700,Approved,
11613,1654,2024-04-08,Personal,1776100,Approved,
11614,5443,2024-05-19,Personal,358800,Rejected,Insufficient Income
11615,4542,2023-07-21,Business,1151300,Approved,
11616,4975,2024-04-09,Personal,160700,Approved,
